Implementing agency,Sourcing Agency,Local partner agency,Agency / Local contact name,Agency / Local contact email,Agency / Local contact phone #,District,VDC / Municipalities,Municipal Ward,Action type,Action description,Targeting,# Items / # Man-hours / NPR,Total Number Households,Average cost per households (NPR),Female headed households,Vulnerable Caste / Ethnicity households ,Activity Status,Start date,Completion Date,Additional Comments,Last Update,Priority,Hard to Reach Access Methods,Shelter Cluster Hub,District HLCIT Code,VDC / Municipality HLCIT Code,UID,UNOCHA Activity Categories
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Alambu,Unknown,NFI,Household kits (excluding tarpaulins),Targeted group,650,650,3116,,,Completed,11/06/2016,12/06/2016,,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 029,ACTEDDolakhaAlambuUnknownNFIHousehold kits (excluding tarpaulins)650650,Distribution of NFI
ACTED,Internal,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Alambu,Unknown,Shelter,Tarpaulin,Targeted group,20,20,2200,,,Completed,13/05/2015,13/05/2015,,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 029,ACTEDDolakhaAlambuUnknownShelterTarpaulin2020,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Alambu,Unknown,NFI,Blankets,Targeted group,2520,650,18725,,,Completed,11/06/2015,12/06/2015,5 blankets/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 029,ACTEDDolakhaAlambuUnknownNFIBlankets2520650,Distribution of Shelter Material
ACTED,UNHCR,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Boch,Unknown,Shelter,Tarpaulin,All / Blanket,1087,1087,2200,,,Completed,16/05/2015,16/05/2015,,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 028,ACTEDDolakhaBochUnknownShelterTarpaulin10871087,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,4,Shelter,CGI Bundle (72ft/bundle),All / Blanket,254,127,15400,,,Completed,01/07/2015,01/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa4ShelterCGI Bundle (72ft/bundle)254127,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,3,Shelter,CGI Bundle (72ft/bundle),All / Blanket,112,56,15400,,,Completed,01/07/2015,01/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa3ShelterCGI Bundle (72ft/bundle)11256,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,1,Shelter,CGI Bundle (72ft/bundle),All / Blanket,280,140,15400,,,Completed,03/07/2015,03/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa1ShelterCGI Bundle (72ft/bundle)280140,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,2,Shelter,CGI Bundle (72ft/bundle),All / Blanket,180,90,15400,,,Completed,03/07/2015,03/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa2ShelterCGI Bundle (72ft/bundle)18090,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,9,Shelter,CGI Bundle (72ft/bundle),All / Blanket,302,151,15400,,,Completed,05/07/2015,05/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa9ShelterCGI Bundle (72ft/bundle)302151,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,8,Shelter,CGI Bundle (72ft/bundle),All / Blanket,320,160,15400,,,Completed,06/07/2015,06/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa8ShelterCGI Bundle (72ft/bundle)320160,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,7,Shelter,CGI Bundle (72ft/bundle),All / Blanket,148,74,15400,,,Completed,06/07/2015,06/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa7ShelterCGI Bundle (72ft/bundle)14874,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,5,Shelter,CGI Bundle (72ft/bundle),All / Blanket,150,75,15400,,,Completed,08/07/2015,08/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa5ShelterCGI Bundle (72ft/bundle)15075,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Chhetrapa,6,Shelter,CGI Bundle (72ft/bundle),All / Blanket,116,58,15400,,,Completed,08/07/2015,08/07/2015,2 bundles/HH,02/10/2015,TRUE,4x4/Pickup access,East,524 2 04 22,524 2 04 22 5 031,ACTEDDolakhaChhetrapa6ShelterCGI Bundle (72ft/bundle)11658,Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Chilangkha,"5,6,7,8,9",Shelter,CGI Bundle (72ft/bundle),All / Blanket,1108,554,15400,,,Completed,09/09/2015,12/09/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 040,"ACTEDDolakhaChilangkha5,6,7,8,9ShelterCGI Bundle (72ft/bundle)1108554",Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Chilangkha,"1,2,3,4, 5,8",Shelter,CGI Bundle (72ft/bundle),All / Blanket,1136,568,15400,,,Completed,18/09/2015,21/09/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 040,"ACTEDDolakhaChilangkha1,2,3,4, 5,8ShelterCGI Bundle (72ft/bundle)1136568",Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Kabre,Unknown,Shelter,CGI Bundle (72ft/bundle),Targeted group,1110,555,15400,,,Ongoing / In Country Stock,10/08/2015,15/08/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 011,ACTEDDolakhaKabreUnknownShelterCGI Bundle (72ft/bundle)1110555,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Kalinchok,Unknown,NFI,Household kits (excluding tarpaulins),Targeted group,350,350,3116,,,Completed,12/06/2016,12/06/2016,,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 041,ACTEDDolakhaKalinchokUnknownNFIHousehold kits (excluding tarpaulins)350350,Distribution of NFI
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Kalinchok,"3,4,5,6,7,9",Shelter,CGI Bundle (72ft/bundle),All / Blanket,984,492,15400,,,Completed,28/07/2015,29/07/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 041,"ACTEDDolakhaKalinchok3,4,5,6,7,9ShelterCGI Bundle (72ft/bundle)984492",Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Kalinchok,"3,4,5,6,7,9",Shelter,CGI Bundle (72ft/bundle),All / Blanket,36,18,15400,,,Completed,04/08/2015,,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 041,"ACTEDDolakhaKalinchok3,4,5,6,7,9ShelterCGI Bundle (72ft/bundle)3618",Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Dolakha,Kalinchok,"3, 4, 5, 7",Shelter,CGI Bundle (72ft/bundle),All / Blanket,7,7,15400,,,Completed,25/08/2015,25/08/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 041,"ACTEDDolakhaKalinchok3, 4, 5, 7ShelterCGI Bundle (72ft/bundle)77",Distribution of Shelter Material
ACTED,IOM,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Dolakha,Kalinchok,"1,2,8",Shelter,CGI Bundle (72ft/bundle),All / Blanket,20,10,15400,,,Completed,22/09/2015,22/09/2015,2 bundles/HH,02/10/2015,TRUE,,East,524 2 04 22,524 2 04 22 5 041,"ACTEDDolakhaKalinchok1,2,8ShelterCGI Bundle (72ft/bundle)2010",Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Khare,All,Shelter,CGI Bundle (72ft/bundle),All / Blanket,1424,712,15400,,,Planned (funded),05/09/2015,25/09/2015,2 bundles/HH,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,East,524 2 04 22,524 2 04 22 5 022,ACTEDDolakhaKhareAllShelterCGI Bundle (72ft/bundle)1424712,Distribution of Shelter Material
ACTED,UNHCR,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lakuridanda,Unknown,Shelter,Tarpaulin,All / Blanket,780,780,2200,,,Completed,16/05/2015,16/05/2015,,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 030,ACTEDDolakhaLakuridandaUnknownShelterTarpaulin780780,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,3,Shelter,CGI Bundle (72ft/bundle),All / Blanket,448,224,15400,,,Completed,09/07/2015,09/07/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda3ShelterCGI Bundle (72ft/bundle)448224,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,4,Shelter,CGI Bundle (72ft/bundle),All / Blanket,40,20,15400,,,Completed,09/07/2015,09/07/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda4ShelterCGI Bundle (72ft/bundle)4020,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,5,Shelter,CGI Bundle (72ft/bundle),All / Blanket,636,318,15400,,,Completed,24/06/2016,24/06/2016,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda5ShelterCGI Bundle (72ft/bundle)636318,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,9,Shelter,CGI Bundle (72ft/bundle),All / Blanket,398,199,15400,,,Completed,25/06/2015,25/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda9ShelterCGI Bundle (72ft/bundle)398199,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,8,Shelter,CGI Bundle (72ft/bundle),All / Blanket,440,220,15400,,,Completed,25/06/2015,25/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda8ShelterCGI Bundle (72ft/bundle)440220,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,1,Shelter,CGI Bundle (72ft/bundle),All / Blanket,276,138,15400,,,Completed,25/06/2015,25/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda1ShelterCGI Bundle (72ft/bundle)276138,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,2,Shelter,CGI Bundle (72ft/bundle),All / Blanket,316,158,15400,,,Completed,25/06/2015,25/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda2ShelterCGI Bundle (72ft/bundle)316158,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,5,Shelter,CGI Bundle (72ft/bundle),All / Blanket,44,22,15400,,,Completed,25/06/2015,25/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda5ShelterCGI Bundle (72ft/bundle)4422,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,7,Shelter,CGI Bundle (72ft/bundle),All / Blanket,382,191,15400,,,Completed,26/06/2015,26/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda7ShelterCGI Bundle (72ft/bundle)382191,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,6,Shelter,CGI Bundle (72ft/bundle),All / Blanket,318,159,15400,,,Completed,26/06/2015,26/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda6ShelterCGI Bundle (72ft/bundle)318159,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,6,Shelter,CGI Bundle (72ft/bundle),All / Blanket,156,78,15400,,,Completed,29/06/2015,29/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda6ShelterCGI Bundle (72ft/bundle)15678,Distribution of Shelter Material
ACTED,IOM,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Dolakha,Lamidanda,4,Shelter,CGI Bundle (72ft/bundle),All / Blanket,456,228,15400,,,Completed,30/06/2015,30/06/2015,2 bundles/HH,02/10/2015,TRUE,Truck access,East,524 2 04 22,524 2 04 22 5 035,ACTEDDolakhaLamidanda4ShelterCGI Bundle (72ft/bundle)456228,Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Dolakha,Suri,,Shelter,CGI Bundle (72ft/bundle),All / Blanket,2150,1075,15400,,,Planned (funded),05/09/2015,25/09/2015,2 bundles/HH,02/10/2015,TRUE,Tractor access,East,524 2 04 22,524 2 04 22 5 012,ACTEDDolakhaSuriShelterCGI Bundle (72ft/bundle)21501075,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Kathmandu,Lapsiphedi,4,Shelter,Tarpaulin,All / Blanket,100,100,2200,,,Completed,02/05/2015,02/05/2015,,02/10/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 002,ACTEDKathmanduLapsiphedi4ShelterTarpaulin100100,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Kathmandu,Sangkhu Suntol,"6, 7",Shelter,Tarpaulin,All / Blanket,200,200,2200,,,Completed,02/05/2015,02/05/2015,Shankarapur Municipality,02/10/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 004,"ACTEDKathmanduSangkhu Suntol6, 7ShelterTarpaulin200200",Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Kathmandu,Nanglebhare,"1,2,3, 5",Shelter,Tarpaulin,All / Blanket,500,500,2200,,,Completed,02/05/2015,02/05/2015,Shankarapuri Municipality,02/10/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 001,"ACTEDKathmanduNanglebhare1,2,3, 5ShelterTarpaulin500500",Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Kathmandu,Sangkhu Bajrayogini,"8, 9, 10, 11",Shelter,Tarpaulin,All / Blanket,1000,1000,2200,,,Completed,04/05/2015,04/05/2015,Shankarapuri Municipality,02/10/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 003,"ACTEDKathmanduSangkhu Bajrayogini8, 9, 10, 11ShelterTarpaulin10001000",Distribution of Shelter Material
ACTED,IOM-USAID,,Alice FLAMAND,alice.flamand@acted.org,9810171667,Kathmandu,Sangkhu Bajrayogini,12,Shelter,Tarpaulin,All / Blanket,200,200,2200,,,Completed,02/05/2015,02/05/2015,Shankarapuri Municipality,02/10/2015,TRUE,,Central,524 2 05 27,524 2 05 27 5 003,ACTEDKathmanduSangkhu Bajrayogini12ShelterTarpaulin200200,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Baramchae,"1, 2, 4, 5, 9",Shelter,Tarpaulin,All / Blanket,536,522,2200,,,Completed,14/07/2015,14/07/2015,2 tarps/HH for HH living in highland area,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 053,"ACTEDSindhupalchokBaramchae1, 2, 4, 5, 9ShelterTarpaulin536522",Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Baramchae,"3, 6, 7, 8",Shelter,Tarpaulin,All / Blanket,574,290,2200,,,Completed,15/07/2015,15/07/2015,2 tarps/HH for HH living in highland area,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 053,"ACTEDSindhupalchokBaramchae3, 6, 7, 8ShelterTarpaulin574290",Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Baramchae,9,Shelter,Tarpaulin,All / Blanket,3,3,2200,,,Completed,15/07/2015,15/07/2015,,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 053,ACTEDSindhupalchokBaramchae9ShelterTarpaulin33,Distribution of Shelter Material
ACTED,IOM-DFID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Golche,Unknown,Shelter,Tarpaulin,Targeted group,11,11,2200,,,Completed,11/05/2015,11/05/2015,,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 031,ACTEDSindhupalchokGolcheUnknownShelterTarpaulin1111,Distribution of Shelter Material
ACTED,IOM-DFID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Gumba,Unknown,Shelter,Tarpaulin,All / Blanket,106,106,2200,,,Completed,11/05/2015,11/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,East,524 2 05 23,524 2 05 23 5 057,ACTEDSindhupalchokGumbaUnknownShelterTarpaulin106106,Distribution of Shelter Material
ACTED,IOM-DFID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Gumba,Unknown,Shelter,Tarpaulin,All / Blanket,877,877,2200,,,Completed,11/05/2015,11/05/2015,,02/10/2015,TRUE,No road access - possibly no helicopter landing sites,East,524 2 05 23,524 2 05 23 5 057,ACTEDSindhupalchokGumbaUnknownShelterTarpaulin877877,Distribution of Shelter Material
ACTED,UNHCR,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Jethal,Unknown,Shelter,Tarpaulin,All / Blanket,133,133,2200,,,Completed,17/05/2015,17/05/2015,,02/10/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 011,ACTEDSindhupalchokJethalUnknownShelterTarpaulin133133,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,9,Shelter,Tarpaulin,All / Blanket,658,329,4400,,,Completed,07/07/2015,07/07/2015,2 tarps/HH,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkha9ShelterTarpaulin658329,Distribution of Shelter Material
ACTED,Internal,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,9,NFI,Blankets,All / Blanket,658,329,9660,,,Completed,07/07/2015,07/07/2015,2 blankets/HH,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkha9NFIBlankets658329,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,6,Shelter,Tarpaulin,All / Blanket,332,166,4400,,,Completed,08/07/2015,08/07/2015,2 tarps/HH,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkha6ShelterTarpaulin332166,Distribution of Shelter Material
ACTED,Internal,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,6,NFI,Blankets,All / Blanket,332,166,9660,,,Completed,08/07/2015,08/07/2015,2 blankets/HH,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkha6NFIBlankets332166,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,Unknown,Shelter,Tarpaulin,All / Blanket,1430,1430,2200,,,Completed,19/05/2015,19/05/2015,,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkhaUnknownShelterTarpaulin14301430,Distribution of Shelter Material
ACTED,IOM-USAID,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Mangkha,Unknown,Shelter,Tarpaulin,All / Blanket,570,570,2200,,,Completed,21/05/2015,21/05/2015,,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 029,ACTEDSindhupalchokMangkhaUnknownShelterTarpaulin570570,Distribution of Shelter Material
ACTED,Shelterbox,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Sindhupalchok,Pedku,All,Shelter,Tarpaulin,All / Blanket,498,498,2200,,,Completed,05/08/2015,05/08/2015,,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 010,ACTEDSindhupalchokPedkuAllShelterTarpaulin498498,Distribution of Shelter Material
ACTED,Shelterbox,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Sindhupalchok,Tauthali,All,Shelter,Tarpaulin,All / Blanket,1495,1049,2200,,,Completed,06/08/2015,08/08/2015,,02/10/2015,TRUE,Truck access,East,524 2 05 23,524 2 05 23 5 013,ACTEDSindhupalchokTauthaliAllShelterTarpaulin14951049,Distribution of Shelter Material
ACTED,Shelterbox,,Doriane GILLET,doriane.gillet@acted.org,9810171667,Sindhupalchok,Yamuna Danda,All,Shelter,Tarpaulin,All / Blanket,1010,489,4400,,,Completed,10/07/2015,10/07/2015,2 tarps/HH,02/10/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 024,ACTEDSindhupalchokYamuna DandaAllShelterTarpaulin1010489,Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Solukhumbu,Bhakanje,All,Shelter,CGI Bundle (72ft/bundle),All / Blanket,408,204,17600,22,,Completed,19/07/2015,20/07/2015,2 bundles/HH,02/10/2015,FALSE,,,524 1 03 11,524 1 03 11 5 034,ACTEDSolukhumbuBhakanjeAllShelterCGI Bundle (72ft/bundle)408204,Distribution of Shelter Material
ACTED,Internal,,Alice FLAMAND,alice.flamand@acted.org,9808119906,Solukhumbu,Bhakanje,All,Shelter,Tarpaulin,All / Blanket,408,204,4400,22,,Completed,19/07/2015,20/07/2015,2 tarps/HH,02/10/2015,FALSE,,,524 1 03 11,524 1 03 11 5 034,ACTEDSolukhumbuBhakanjeAllShelterTarpaulin408204,Distribution of Shelter Material
